userID,type,username,password,name,address,balance,isDeleted,department,rollNo,designation,position,membershipLevel
254,student,hamza254,hamza254@123,Hamza Sheikh,House 504 - Hyderabad,177.6,0,Mechanical Engineering,1254,,,
255,student,rizwan255,rizwan255@123,Rizwan Siddiqui,House 817 - Peshawar,11.3,0,Mathematics,1255,,,
256,student,tariq256,tariq256@123,Tariq Sheikh,House 979 - Rawalpindi,85.13,0,Business Administration,1256,,,
257,student,zain257,zain257@123,Zain Baig,House 531 - Peshawar,7.29,0,Software Engineering,1257,,,
258,student,ali258,ali258@123,Ali Chaudhry,House 824 - Lahore,95.29,0,Physics,1258,,,
259,student,salman259,salman259@123,Salman Ahmed,House 460 - Rawalpindi,86.63,0,Mechanical Engineering,1259,,,
260,student,ahmed260,ahmed260@123,Ahmed Ansari,House 594 - Sialkot,68.61,0,Physics,1260,,,
261,student,ahsan261,ahsan261@123,Ahsan Butt,House 681 - Multan,73.45,0,Computer Science,1261,,,
262,student,noman262,noman262@123,Noman Khan,House 167 - Quetta,130.82,0,Software Engineering,1262,,,
263,student,usman263,usman263@123,Usman Farooq,House 101 - Rawalpindi,171.18,0,Mechanical Engineering,1263,,,
264,student,hamza264,hamza264@123,Hamza Shah,House 118 - Faisalabad,26.5,0,Business Administration,1264,,,
265,student,ahsan265,ahsan265@123,Ahsan Khan,House 416 - Karachi,104.28,0,Mathematics,1265,,,
266,student,saad266,saad266@123,Saad Baig,House 36 - Karachi,55.93,0,Mathematics,1266,,,
267,student,usman267,usman267@123,Usman Iqbal,House 938 - Lahore,69.58,0,Mathematics,1267,,,
268,student,shahzaib268,shahzaib268@123,Shahzaib Sheikh,House 491 - Islamabad,114.34,0,Electrical Engineering,1268,,,
269,student,hussain269,hussain269@123,Hussain Hussain,House 446 - Lahore,128.19,0,Physics,1269,,,
270,student,usman270,usman270@123,Usman Baig,House 189 - Sialkot,152.07,0,Computer Science,1270,,,
271,student,rizwan271,rizwan271@123,Rizwan Farooq,House 535 - Karachi,46.68,0,Mechanical Engineering,1271,,,
272,student,imran272,imran272@123,Imran Butt,House 763 - Peshawar,12.73,0,Business Administration,1272,,,
273,student,kamran273,kamran273@123,Kamran Malik,House 833 - Rawalpindi,8.4,0,Mathematics,1273,,,
274,student,bilal274,bilal274@123,Bilal Sheikh,House 462 - Quetta,157.87,0,Mechanical Engineering,1274,,,
275,student,usman275,usman275@123,Usman Malik,House 20 - Lahore,134.13,0,Physics,1275,,,
276,student,rizwan276,rizwan276@123,Rizwan Ansari,House 518 - Lahore,172.22,0,Business Administration,1276,,,
277,student,hamza277,hamza277@123,Hamza Rehman,House 104 - Hyderabad,88.51,0,Mathematics,1277,,,
278,student,farhan278,farhan278@123,Farhan Sheikh,House 890 - Multan,9.47,0,Mechanical Engineering,1278,,,
279,student,rizwan279,rizwan279@123,Rizwan Khan,House 124 - Sialkot,81.6,0,Software Engineering,1279,,,
280,student,kamran280,kamran280@123,Kamran Chaudhry,House 820 - Lahore,89.33,0,Mechanical Engineering,1280,,,
281,student,ahmed281,ahmed281@123,Ahmed Farooq,House 818 - Multan,123.29,0,Physics,1281,,,
282,student,imran282,imran282@123,Imran Khan,House 764 - Rawalpindi,133.03,0,Computer Science,1282,,,
283,student,kamran283,kamran283@123,Kamran Shah,House 602 - Peshawar,32.97,0,Computer Science,1283,,,
284,student,usman284,usman284@123,Usman Ahmed,House 828 - Karachi,25.19,0,Mechanical Engineering,1284,,,
285,student,farhan285,farhan285@123,Farhan Chaudhry,House 579 - Multan,140.65,0,Mathematics,1285,,,
286,student,hamza286,hamza286@123,Hamza Chaudhry,House 453 - Quetta,25.52,0,Software Engineering,1286,,,
287,student,shahzaib287,shahzaib287@123,Shahzaib Malik,House 82 - Quetta,190.4,0,Mathematics,1287,,,
288,student,tariq288,tariq288@123,Tariq Qureshi,House 871 - Rawalpindi,36.92,0,Electrical Engineering,1288,,,
289,student,ali289,ali289@123,Ali Farooq,House 296 - Sialkot,178.63,0,Mathematics,1289,,,
290,student,bilal290,bilal290@123,Bilal Malik,House 243 - Karachi,81.93,0,Business Administration,1290,,,
291,student,ahsan291,ahsan291@123,Ahsan Iqbal,House 975 - Sialkot,72.42,0,Computer Science,1291,,,
292,student,tariq292,tariq292@123,Tariq Ahmed,House 411 - Hyderabad,121.88,0,Mathematics,1292,,,
293,student,saad293,saad293@123,Saad Hussain,House 14 - Rawalpindi,135.47,0,Mathematics,1293,,,
294,student,bilal294,bilal294@123,Bilal Iqbal,House 358 - Multan,48.34,0,Computer Science,1294,,,
295,student,salman295,salman295@123,Salman Chaudhry,House 410 - Hyderabad,57.43,0,Business Administration,1295,,,
296,student,hassan296,hassan296@123,Hassan Butt,House 144 - Sialkot,190.75,0,Electrical Engineering,1296,,,
297,student,noman297,noman297@123,Noman Ansari,House 255 - Sialkot,25.97,0,Software Engineering,1297,,,
298,student,shahzaib298,shahzaib298@123,Shahzaib Malik,House 20 - Multan,88.11,0,Mechanical Engineering,1298,,,
299,student,salman299,salman299@123,Salman Rehman,House 991 - Faisalabad,12.2,0,Business Administration,1299,,,
300,student,ali300,ali300@123,Ali Khan,House 710 - Peshawar,45.93,0,Electrical Engineering,1300,,,
301,student,hamza301,hamza301@123,Hamza Qureshi,House 105 - Islamabad,171.05,0,Software Engineering,1301,,,
302,student,ali302,ali302@123,Ali Hussain,House 384 - Karachi,177.01,0,Business Administration,1302,,,
303,student,rizwan303,rizwan303@123,Rizwan Khan,House 875 - Rawalpindi,102.94,0,Electrical Engineering,1303,,,
304,student,hassan304,hassan304@123,Hassan Malik,House 662 - Multan,159.37,0,Physics,1304,,,
305,student,ali305,ali305@123,Ali Sheikh,House 995 - Quetta,61.96,0,Mechanical Engineering,1305,,,
306,student,farhan306,farhan306@123,Farhan Shah,House 803 - Sialkot,172.67,0,Mechanical Engineering,1306,,,
307,student,kamran307,kamran307@123,Kamran Baig,House 364 - Lahore,69.4,0,Software Engineering,1307,,,
308,student,ali308,ali308@123,Ali Siddiqui,House 310 - Rawalpindi,102.74,0,Mathematics,1308,,,
309,student,tariq309,tariq309@123,Tariq Butt,House 848 - Rawalpindi,159.41,0,Mathematics,1309,,,
310,student,hussain310,hussain310@123,Hussain Ahmed,House 87 - Hyderabad,130.62,0,Physics,1310,,,
311,student,shahzaib311,shahzaib311@123,Shahzaib Rehman,House 653 - Sialkot,198.74,0,Physics,1311,,,
312,student,imran312,imran312@123,Imran Ahmed,House 246 - Rawalpindi,20.92,0,Software Engineering,1312,,,
313,student,noman313,noman313@123,Noman Farooq,House 776 - Quetta,124.35,0,Mechanical Engineering,1313,,,
314,student,noman314,noman314@123,Noman Iqbal,House 455 - Multan,58.02,0,Mechanical Engineering,1314,,,
315,student,salman315,salman315@123,Salman Khan,House 221 - Peshawar,151.13,0,Mechanical Engineering,1315,,,
316,student,adnan316,adnan316@123,Adnan Shah,House 746 - Faisalabad,62.68,0,Computer Science,1316,,,
317,student,hussain317,hussain317@123,Hussain Ansari,House 668 - Quetta,182.1,0,Mathematics,1317,,,
318,student,salman318,salman318@123,Salman Khan,House 271 - Sialkot,179.5,0,Mechanical Engineering,1318,,,
319,student,ahmed319,ahmed319@123,Ahmed Baig,House 775 - Multan,40.76,0,Electrical Engineering,1319,,,
320,student,shahzaib320,shahzaib320@123,Shahzaib Ansari,House 23 - Peshawar,105.73,0,Electrical Engineering,1320,,,
321,student,usman321,usman321@123,Usman Hussain,House 847 - Rawalpindi,4.37,0,Mechanical Engineering,1321,,,
322,student,rizwan322,rizwan322@123,Rizwan Butt,House 983 - Islamabad,175.42,0,Mechanical Engineering,1322,,,
323,student,zain323,zain323@123,Zain Farooq,House 760 - Faisalabad,28.62,0,Mathematics,1323,,,
324,student,imran324,imran324@123,Imran Siddiqui,House 289 - Karachi,42.22,0,Mathematics,1324,,,
325,student,hussain325,hussain325@123,Hussain Ahmed,House 130 - Sialkot,4.51,0,Physics,1325,,,
326,student,saad326,saad326@123,Saad Malik,House 922 - Multan,65.36,0,Software Engineering,1326,,,
327,student,ahsan327,ahsan327@123,Ahsan Ansari,House 34 - Multan,114.48,0,Mechanical Engineering,1327,,,
328,student,shahzaib328,shahzaib328@123,Shahzaib Siddiqui,House 426 - Multan,103.88,0,Software Engineering,1328,,,
329,student,danish329,danish329@123,Danish Siddiqui,House 246 - Islamabad,82.47,0,Physics,1329,,,
330,student,ahmed330,ahmed330@123,Ahmed Qureshi,House 984 - Hyderabad,140.31,0,Physics,1330,,,
331,student,noman331,noman331@123,Noman Iqbal,House 305 - Rawalpindi,20.75,0,Electrical Engineering,1331,,,
332,student,ahsan332,ahsan332@123,Ahsan Baig,House 194 - Quetta,128.68,0,Mechanical Engineering,1332,,,
333,student,tariq333,tariq333@123,Tariq Hussain,House 144 - Rawalpindi,129.48,0,Mathematics,1333,,,
334,student,saad334,saad334@123,Saad Hussain,House 851 - Peshawar,97.56,0,Electrical Engineering,1334,,,
335,student,saad335,saad335@123,Saad Qureshi,House 99 - Quetta,115.62,0,Physics,1335,,,
336,student,hussain336,hussain336@123,Hussain Siddiqui,House 83 - Peshawar,156.29,0,Mechanical Engineering,1336,,,
337,student,hamza337,hamza337@123,Hamza Rehman,House 410 - Karachi,0.66,0,Electrical Engineering,1337,,,
338,student,ali338,ali338@123,Ali Sheikh,House 314 - Rawalpindi,118.58,0,Mechanical Engineering,1338,,,
339,student,ali339,ali339@123,Ali Sheikh,House 190 - Sialkot,166.3,0,Business Administration,1339,,,
340,student,usman340,usman340@123,Usman Shah,House 634 - Hyderabad,175.42,0,Mechanical Engineering,1340,,,
341,student,hassan341,hassan341@123,Hassan Butt,House 583 - Sialkot,115.35,0,Business Administration,1341,,,
342,student,noman342,noman342@123,Noman Qureshi,House 608 - Sialkot,192.48,0,Mechanical Engineering,1342,,,
343,student,farhan343,farhan343@123,Farhan Qureshi,House 394 - Faisalabad,171.11,0,Software Engineering,1343,,,
344,student,ahmed344,ahmed344@123,Ahmed Baig,House 340 - Hyderabad,159.96,0,Computer Science,1344,,,
345,student,hamza345,hamza345@123,Hamza Ansari,House 633 - Sialkot,21.15,0,Mathematics,1345,,,
346,student,noman346,noman346@123,Noman Farooq,House 602 - Faisalabad,128.65,0,Computer Science,1346,,,
347,student,saad347,saad347@123,Saad Sheikh,House 463 - Faisalabad,108.96,0,Electrical Engineering,1347,,,
348,student,zain348,zain348@123,Zain Ansari,House 185 - Rawalpindi,42,0,Software Engineering,1348,,,
349,student,rizwan349,rizwan349@123,Rizwan Hussain,House 707 - Rawalpindi,99.23,0,Mathematics,1349,,,
350,student,hussain350,hussain350@123,Hussain Shah,House 430 - Faisalabad,160.76,0,Electrical Engineering,1350,,,
351,student,hussain351,hussain351@123,Hussain Iqbal,House 839 - Sialkot,57.48,0,Software Engineering,1351,,,
352,student,imran352,imran352@123,Imran Qureshi,House 144 - Rawalpindi,13.3,0,Physics,1352,,,
353,student,salman353,salman353@123,Salman Farooq,House 110 - Hyderabad,189.55,0,Business Administration,1353,,,
354,student,tariq354,tariq354@123,Tariq Khan,House 707 - Hyderabad,48.84,0,Electrical Engineering,1354,,,
355,student,bilal355,bilal355@123,Bilal Butt,House 745 - Islamabad,111.04,0,Electrical Engineering,1355,,,
356,student,zain356,zain356@123,Zain Rehman,House 796 - Multan,23.46,0,Mathematics,1356,,,
357,student,hamza357,hamza357@123,Hamza Sheikh,House 194 - Rawalpindi,46.2,0,Mechanical Engineering,1357,,,
358,student,shahzaib358,shahzaib358@123,Shahzaib Baig,House 299 - Faisalabad,18.85,0,Electrical Engineering,1358,,,
359,student,ahmed359,ahmed359@123,Ahmed Butt,House 226 - Multan,124.12,0,Software Engineering,1359,,,
360,student,danish360,danish360@123,Danish Chaudhry,House 162 - Karachi,42.89,0,Computer Science,1360,,,
361,student,kamran361,kamran361@123,Kamran Ansari,House 118 - Multan,152.75,0,Computer Science,1361,,,
362,student,imran362,imran362@123,Imran Siddiqui,House 788 - Rawalpindi,90.63,0,Computer Science,1362,,,
363,student,hussain363,hussain363@123,Hussain Iqbal,House 232 - Lahore,153.95,0,Physics,1363,,,
364,student,zain364,zain364@123,Zain Shah,House 44 - Multan,10.6,0,Business Administration,1364,,,
365,student,farhan365,farhan365@123,Farhan Farooq,House 429 - Faisalabad,55.07,0,Physics,1365,,,
366,student,shahzaib366,shahzaib366@123,Shahzaib Butt,House 469 - Faisalabad,132,0,Business Administration,1366,,,
367,student,rizwan367,rizwan367@123,Rizwan Hussain,House 246 - Faisalabad,188.5,0,Mechanical Engineering,1367,,,
368,student,bilal368,bilal368@123,Bilal Hussain,House 151 - Sialkot,4.52,0,Software Engineering,1368,,,
369,student,hassan369,hassan369@123,Hassan Hussain,House 228 - Sialkot,48.76,0,Electrical Engineering,1369,,,
370,student,danish370,danish370@123,Danish Butt,House 37 - Quetta,195.57,0,Physics,1370,,,
371,student,farhan371,farhan371@123,Farhan Hussain,House 951 - Rawalpindi,184.26,0,Software Engineering,1371,,,
372,student,ahsan372,ahsan372@123,Ahsan Farooq,House 475 - Rawalpindi,147.38,0,Software Engineering,1372,,,
373,student,shahzaib373,shahzaib373@123,Shahzaib Rehman,House 779 - Multan,188.6,0,Electrical Engineering,1373,,,
374,student,hamza374,hamza374@123,Hamza Siddiqui,House 587 - Lahore,172.73,0,Business Administration,1374,,,
375,student,hassan375,hassan375@123,Hassan Chaudhry,House 512 - Quetta,127.2,0,Software Engineering,1375,,,
376,student,salman376,salman376@123,Salman Iqbal,House 697 - Lahore,179.51,0,Physics,1376,,,
377,student,danish377,danish377@123,Danish Farooq,House 160 - Quetta,179.35,0,Software Engineering,1377,,,
378,student,zain378,zain378@123,Zain Farooq,House 77 - Multan,46.15,0,Mechanical Engineering,1378,,,
379,student,adnan379,adnan379@123,Adnan Rehman,House 427 - Peshawar,14.22,0,Physics,1379,,,
380,student,salman380,salman380@123,Salman Malik,House 403 - Sialkot,129.25,0,Electrical Engineering,1380,,,
381,student,adnan381,adnan381@123,Adnan Khan,House 221 - Hyderabad,167.06,0,Physics,1381,,,
382,student,adnan382,adnan382@123,Adnan Siddiqui,House 396 - Hyderabad,140.98,0,Electrical Engineering,1382,,,
383,student,ahsan383,ahsan383@123,Ahsan Rehman,House 286 - Peshawar,30.52,0,Mechanical Engineering,1383,,,
384,student,saad384,saad384@123,Saad Rehman,House 303 - Peshawar,123.07,0,Electrical Engineering,1384,,,
385,student,kamran385,kamran385@123,Kamran Ahmed,House 851 - Peshawar,0.38,0,Electrical Engineering,1385,,,
386,student,danish386,danish386@123,Danish Hussain,House 899 - Rawalpindi,120.45,0,Electrical Engineering,1386,,,
387,student,saad387,saad387@123,Saad Iqbal,House 442 - Multan,115.32,0,Mechanical Engineering,1387,,,
388,student,saad388,saad388@123,Saad Chaudhry,House 268 - Sialkot,71.97,0,Mechanical Engineering,1388,,,
389,student,ahmed389,ahmed389@123,Ahmed Chaudhry,House 621 - Sialkot,114.89,0,Computer Science,1389,,,
390,student,ahsan390,ahsan390@123,Ahsan Hussain,House 570 - Sialkot,175.51,0,Mathematics,1390,,,
391,student,hamza391,hamza391@123,Hamza Butt,House 180 - Karachi,154.66,0,Business Administration,1391,,,
392,student,saad392,saad392@123,Saad Ansari,House 750 - Faisalabad,109.43,0,Physics,1392,,,
393,student,salman393,salman393@123,Salman Chaudhry,House 749 - Sialkot,186.1,0,Mathematics,1393,,,
394,student,hussain394,hussain394@123,Hussain Hussain,House 57 - Lahore,156.92,0,Physics,1394,,,
395,student,ahmed395,ahmed395@123,Ahmed Sheikh,House 81 - Quetta,124.02,0,Mechanical Engineering,1395,,,
396,student,kamran396,kamran396@123,Kamran Malik,House 719 - Sialkot,142.86,0,Mechanical Engineering,1396,,,
397,student,noman397,noman397@123,Noman Ansari,House 233 - Islamabad,62.12,0,Mathematics,1397,,,
398,student,imran398,imran398@123,Imran Farooq,House 695 - Sialkot,186.64,0,Software Engineering,1398,,,
399,student,ahmed399,ahmed399@123,Ahmed Ansari,House 120 - Rawalpindi,104.9,0,Software Engineering,1399,,,
400,student,kamran400,kamran400@123,Kamran Malik,House 122 - Faisalabad,74.71,0,Software Engineering,1400,,,
401,student,ahmed401,ahmed401@123,Ahmed Hussain,House 841 - Quetta,79.91,0,Electrical Engineering,1401,,,
402,student,rizwan402,rizwan402@123,Rizwan Chaudhry,House 277 - Karachi,37.29,0,Mathematics,1402,,,
403,student,imran403,imran403@123,Imran Khan,House 372 - Karachi,77.14,0,Software Engineering,1403,,,
404,student,adnan404,adnan404@123,Adnan Chaudhry,House 852 - Lahore,95.25,0,Mechanical Engineering,1404,,,
405,student,kamran405,kamran405@123,Kamran Sheikh,House 581 - Rawalpindi,113.37,0,Mathematics,1405,,,
406,student,tariq406,tariq406@123,Tariq Ansari,House 205 - Quetta,162.36,0,Electrical Engineering,1406,,,
407,student,rizwan407,rizwan407@123,Rizwan Baig,House 847 - Rawalpindi,90.72,0,Business Administration,1407,,,
408,student,salman408,salman408@123,Salman Qureshi,House 173 - Multan,8.04,0,Business Administration,1408,,,
409,student,danish409,danish409@123,Danish Baig,House 612 - Faisalabad,191.38,0,Mathematics,1409,,,
410,student,bilal410,bilal410@123,Bilal Baig,House 317 - Karachi,12.37,0,Software Engineering,1410,,,
411,student,rizwan411,rizwan411@123,Rizwan Khan,House 959 - Faisalabad,37.04,0,Mathematics,1411,,,
412,student,hassan412,hassan412@123,Hassan Hussain,House 182 - Lahore,55.08,0,Software Engineering,1412,,,
413,student,bilal413,bilal413@123,Bilal Qureshi,House 911 - Rawalpindi,75.87,0,Mechanical Engineering,1413,,,
414,student,ali414,ali414@123,Ali Shah,House 91 - Lahore,181.48,0,Business Administration,1414,,,
415,student,imran415,imran415@123,Imran Baig,House 778 - Quetta,18.12,0,Mechanical Engineering,1415,,,
416,student,hussain416,hussain416@123,Hussain Siddiqui,House 35 - Lahore,72.38,0,Software Engineering,1416,,,
417,student,farhan417,farhan417@123,Farhan Khan,House 776 - Peshawar,140.37,0,Physics,1417,,,
418,student,zain418,zain418@123,Zain Sheikh,House 720 - Quetta,185.82,0,Mathematics,1418,,,
419,student,tariq419,tariq419@123,Tariq Khan,House 604 - Multan,43.29,0,Physics,1419,,,
420,student,hussain420,hussain420@123,Hussain Chaudhry,House 785 - Karachi,9.07,0,Physics,1420,,,
421,student,bilal421,bilal421@123,Bilal Chaudhry,House 318 - Sialkot,51.91,0,Business Administration,1421,,,
422,student,ahsan422,ahsan422@123,Ahsan Chaudhry,House 269 - Multan,83.26,0,Software Engineering,1422,,,
423,student,rizwan423,rizwan423@123,Rizwan Ahmed,House 430 - Quetta,5.25,0,Mechanical Engineering,1423,,,
424,student,zain424,zain424@123,Zain Chaudhry,House 267 - Multan,123.05,0,Mathematics,1424,,,
425,student,ahmed425,ahmed425@123,Ahmed Farooq,House 321 - Sialkot,102.18,0,Physics,1425,,,
426,student,adnan426,adnan426@123,Adnan Rehman,House 96 - Lahore,52.22,0,Electrical Engineering,1426,,,
427,student,ali427,ali427@123,Ali Sheikh,House 996 - Faisalabad,168.15,0,Business Administration,1427,,,
428,student,shahzaib428,shahzaib428@123,Shahzaib Chaudhry,House 923 - Lahore,132.55,0,Software Engineering,1428,,,
429,student,ahmed429,ahmed429@123,Ahmed Ansari,House 116 - Multan,197.74,0,Mathematics,1429,,,
430,student,ahsan430,ahsan430@123,Ahsan Malik,House 416 - Multan,18.96,0,Business Administration,1430,,,
431,student,kamran431,kamran431@123,Kamran Siddiqui,House 10 - Islamabad,34.33,0,Software Engineering,1431,,,
432,student,rizwan432,rizwan432@123,Rizwan Butt,House 274 - Faisalabad,51.12,0,Mechanical Engineering,1432,,,
433,student,danish433,danish433@123,Danish Siddiqui,House 522 - Faisalabad,152.08,0,Software Engineering,1433,,,
434,student,ahmed434,ahmed434@123,Ahmed Rehman,House 530 - Karachi,113.03,0,Mechanical Engineering,1434,,,
435,student,hamza435,hamza435@123,Hamza Hussain,House 689 - Lahore,173.02,0,Mathematics,1435,,,
436,student,tariq436,tariq436@123,Tariq Ahmed,House 708 - Hyderabad,163.35,0,Business Administration,1436,,,
437,student,usman437,usman437@123,Usman Ahmed,House 939 - Faisalabad,122.44,0,Physics,1437,,,
438,student,hussain438,hussain438@123,Hussain Hussain,House 4 - Lahore,182.36,0,Mathematics,1438,,,
439,student,farhan439,farhan439@123,Farhan Qureshi,House 400 - Peshawar,144.8,0,Electrical Engineering,1439,,,
440,student,bilal440,bilal440@123,Bilal Farooq,House 15 - Faisalabad,124.12,0,Computer Science,1440,,,
441,student,farhan441,farhan441@123,Farhan Hussain,House 539 - Peshawar,99.57,0,Software Engineering,1441,,,
442,student,ahmed442,ahmed442@123,Ahmed Ansari,House 544 - Peshawar,123.26,0,Software Engineering,1442,,,
443,student,ahmed443,ahmed443@123,Ahmed Iqbal,House 740 - Sialkot,25.77,0,Business Administration,1443,,,
444,student,danish444,danish444@123,Danish Farooq,House 108 - Karachi,11.74,0,Mechanical Engineering,1444,,,
445,student,zain445,zain445@123,Zain Chaudhry,House 128 - Quetta,50.81,0,Electrical Engineering,1445,,,
446,student,farhan446,farhan446@123,Farhan Qureshi,House 541 - Faisalabad,16.81,0,Mathematics,1446,,,
447,student,ahmed447,ahmed447@123,Ahmed Sheikh,House 829 - Multan,101.07,0,Mathematics,1447,,,
448,student,shahzaib448,shahzaib448@123,Shahzaib Siddiqui,House 789 - Rawalpindi,187.47,0,Business Administration,1448,,,
449,student,shahzaib449,shahzaib449@123,Shahzaib Rehman,House 229 - Lahore,137.09,0,Physics,1449,,,
450,student,kamran450,kamran450@123,Kamran Sheikh,House 526 - Multan,53.14,0,Mechanical Engineering,1450,,,
451,student,rizwan451,rizwan451@123,Rizwan Malik,House 618 - Quetta,33.78,0,Computer Science,1451,,,
452,student,danish452,danish452@123,Danish Iqbal,House 389 - Rawalpindi,178.36,0,Mechanical Engineering,1452,,,
453,student,ahmed453,ahmed453@123,Ahmed Shah,House 568 - Islamabad,40,0,Mechanical Engineering,1453,,,
454,student,shahzaib454,shahzaib454@123,Shahzaib Baig,House 288 - Sialkot,5.49,0,Software Engineering,1454,,,
455,student,hassan455,hassan455@123,Hassan Malik,House 2 - Multan,82.81,0,Electrical Engineering,1455,,,
456,student,kamran456,kamran456@123,Kamran Iqbal,House 233 - Quetta,72.99,0,Software Engineering,1456,,,
457,student,ali457,ali457@123,Ali Qureshi,House 530 - Hyderabad,92.13,0,Physics,1457,,,
458,student,hamza458,hamza458@123,Hamza Iqbal,House 967 - Rawalpindi,18.09,0,Mathematics,1458,,,
459,student,farhan459,farhan459@123,Farhan Butt,House 873 - Karachi,195.24,0,Software Engineering,1459,,,
460,student,shahzaib460,shahzaib460@123,Shahzaib Sheikh,House 461 - Rawalpindi,40.46,0,Mechanical Engineering,1460,,,
461,student,danish461,danish461@123,Danish Iqbal,House 249 - Faisalabad,2.34,0,Computer Science,1461,,,
462,student,ahmed462,ahmed462@123,Ahmed Ahmed,House 494 - Lahore,65.63,0,Mathematics,1462,,,
463,student,farhan463,farhan463@123,Farhan Rehman,House 891 - Sialkot,66.57,0,Physics,1463,,,
464,student,zain464,zain464@123,Zain Khan,House 726 - Faisalabad,138.47,0,Mathematics,1464,,,
465,student,rizwan465,rizwan465@123,Rizwan Shah,House 409 - Islamabad,99.98,0,Business Administration,1465,,,
466,student,kamran466,kamran466@123,Kamran Sheikh,House 811 - Peshawar,122.89,0,Mathematics,1466,,,
467,student,ahmed467,ahmed467@123,Ahmed Khan,House 2 - Islamabad,138.47,0,Electrical Engineering,1467,,,
468,student,hassan468,hassan468@123,Hassan Rehman,House 136 - Hyderabad,53.29,0,Mathematics,1468,,,
469,student,imran469,imran469@123,Imran Sheikh,House 867 - Quetta,96.91,0,Physics,1469,,,
470,student,farhan470,farhan470@123,Farhan Ansari,House 414 - Karachi,78.68,0,Electrical Engineering,1470,,,
471,student,ahmed471,ahmed471@123,Ahmed Siddiqui,House 836 - Rawalpindi,123.52,0,Software Engineering,1471,,,
472,student,imran472,imran472@123,Imran Ansari,House 578 - Lahore,29.94,0,Electrical Engineering,1472,,,
473,student,zain473,zain473@123,Zain Siddiqui,House 256 - Rawalpindi,92.18,0,Mathematics,1473,,,
474,student,kamran474,kamran474@123,Kamran Ahmed,House 220 - Faisalabad,88.99,0,Business Administration,1474,,,
475,student,hassan475,hassan475@123,Hassan Iqbal,House 652 - Hyderabad,192.99,0,Physics,1475,,,
476,student,saad476,saad476@123,Saad Rehman,House 69 - Peshawar,1.17,0,Electrical Engineering,1476,,,
477,student,saad477,saad477@123,Saad Ahmed,House 58 - Hyderabad,180.7,0,Business Administration,1477,,,
478,student,hassan478,hassan478@123,Hassan Rehman,House 638 - Faisalabad,102.08,0,Business Administration,1478,,,
479,student,hamza479,hamza479@123,Hamza Baig,House 716 - Peshawar,191.41,0,Electrical Engineering,1479,,,
480,student,hassan480,hassan480@123,Hassan Khan,House 113 - Quetta,130.81,0,Electrical Engineering,1480,,,
481,student,bilal481,bilal481@123,Bilal Sheikh,House 39 - Rawalpindi,35.72,0,Business Administration,1481,,,
482,student,saad482,saad482@123,Saad Khan,House 586 - Quetta,4.97,0,Business Administration,1482,,,
483,student,bilal483,bilal483@123,Bilal Farooq,House 952 - Karachi,86.7,0,Physics,1483,,,
484,student,hussain484,hussain484@123,Hussain Qureshi,House 142 - Islamabad,110.7,0,Business Administration,1484,,,
485,student,shahzaib485,shahzaib485@123,Shahzaib Siddiqui,House 772 - Lahore,36.24,0,Business Administration,1485,,,
486,student,noman486,noman486@123,Noman Siddiqui,House 647 - Rawalpindi,52.63,0,Software Engineering,1486,,,
487,student,zain487,zain487@123,Zain Rehman,House 820 - Rawalpindi,90.93,0,Software Engineering,1487,,,
488,student,ahmed488,ahmed488@123,Ahmed Qureshi,House 835 - Faisalabad,1.87,0,Business Administration,1488,,,
489,student,hussain489,hussain489@123,Hussain Butt,House 487 - Rawalpindi,7.86,0,Mechanical Engineering,1489,,,
490,student,noman490,noman490@123,Noman Sheikh,House 980 - Rawalpindi,143.2,0,Physics,1490,,,
491,student,farhan491,farhan491@123,Farhan Siddiqui,House 59 - Rawalpindi,136.81,0,Mechanical Engineering,1491,,,
492,student,rizwan492,rizwan492@123,Rizwan Farooq,House 167 - Multan,12.98,0,Computer Science,1492,,,
493,student,farhan493,farhan493@123,Farhan Malik,House 299 - Multan,54.42,0,Mechanical Engineering,1493,,,
494,student,kamran494,kamran494@123,Kamran Ahmed,House 42 - Sialkot,174.38,0,Computer Science,1494,,,
495,student,salman495,salman495@123,Salman Khan,House 204 - Islamabad,4.87,0,Software Engineering,1495,,,
496,student,tariq496,tariq496@123,Tariq Iqbal,House 828 - Multan,167.2,0,Electrical Engineering,1496,,,
497,student,farhan497,farhan497@123,Farhan Chaudhry,House 63 - Multan,4.82,0,Software Engineering,1497,,,
498,student,rizwan498,rizwan498@123,Rizwan Farooq,House 353 - Hyderabad,182.19,0,Mechanical Engineering,1498,,,
499,student,danish499,danish499@123,Danish Hussain,House 422 - Peshawar,114.29,0,Business Administration,1499,,,
500,student,kamran500,kamran500@123,Kamran Khan,House 811 - Quetta,35.02,0,Electrical Engineering,1500,,,
501,teacher,imran501,imran501@123,Imran Ahmed,House 353 - Multan,279.32,0,Physics,,Associate Professor,,
502,teacher,adnan502,adnan502@123,Adnan Farooq,House 367 - Quetta,115.3,0,Software Engineering,,Lab Instructor,,
503,teacher,zain503,zain503@123,Zain Rehman,House 616 - Peshawar,373.41,0,Mechanical Engineering,,Associate Professor,,
504,teacher,rizwan504,rizwan504@123,Rizwan Sheikh,House 315 - Peshawar,17.32,0,Business Administration,,Professor,,
505,teacher,imran505,imran505@123,Imran Baig,House 739 - Peshawar,272.25,0,Physics,,Assistant Professor,,
